"id","name","gender","gender_probability","age","age_group","country_id","country_name","country_probability"
"019db3df-8581-704a-b307-ff21bec53c5d","nokwanda getachew","female",0.69,21,"adult","TZ","Tanzania",0.27
"019db3df-8581-704a-b308-12430750bf97","nokwanda waweru","female",0.72,22,"adult","UG","Uganda",0.63
"019db3df-8581-704a-b308-1f8527e740bd","calixte kaboré","male",0.71,39,"adult","ML","Mali",0.87
"019db3df-8581-704a-b308-25318abeabc4","théophile mobutu","male",0.7,32,"adult","CF","Central African Republic",0.23
"019db3df-8581-704a-b308-2e1278dad4e7","tigist njoroge","female",0.94,34,"adult","KM","Comoros",0.2
"019db3df-8581-704a-b308-3baf80b8f1a9","tebogo mpofu","male",0.83,65,"senior","AO","Angola",0.11
"019db3df-8581-704a-b308-495ab7e21c8d","otieno ahmed","male",0.69,54,"adult","TZ","Tanzania",0.52
"019db3df-8581-704a-b308-520e16bd5142","adjoua gbessi","female",0.65,26,"adult","GH","Ghana",0.77
"019db3df-8581-704a-b308-6131b3646ee0","thandeka nkomo","female",0.8,17,"teenager","ZA","South Africa",0.82
"019db3df-8581-704a-b308-713713e2b896","mpho achieng","male",0.92,76,"senior","SS","South Sudan",0.53
"019db3df-8581-704a-b308-772c9c0c0a21","john thompson","male",0.76,55,"adult","IN","India",0.82
"019db3df-8581-704a-b308-a9bfd1bd686b","rebecca mitchell","female",0.71,15,"teenager","US","United States",0.6
"019db3df-8581-704a-b308-f24baea3671b","aster farah","female",0.95,52,"adult","MW","Malawi",0.75
"019db3df-8581-704a-b309-01ad1477f870","sipho farah","male",0.96,34,"adult","DJ","Djibouti",0.19
"019db3df-8581-704a-b309-05c1f07decb2","bongani ouma","male",0.93,17,"teenager","MU","Mauritius",0.24
"019db3df-8581-704a-b309-153681d09f30","girma awino","male",0.97,27,"adult","TZ","Tanzania",0.68
"019db3df-8581-704a-b309-20defd511083","rodrigue lokossou","male",0.86,44,"adult","NE","Niger",0.93
"019db3df-8581-704a-b309-42b86500173a","arsène okonkwo","male",0.78,81,"senior","NG","Nigeria",0.63
"019db3df-8581-704a-b309-53939a213f4a","bintou touré","female",0.87,35,"adult","TG","Togo",0.43
"019db3df-8581-704a-b309-5c26db8cd238","maryam haile","female",0.97,71,"senior","TZ","Tanzania",0.41
"019db3df-8581-704a-b309-b2ce3365a638","rudo ncube","female",0.74,50,"adult","ZA","South Africa",0.85
"019db3df-857f-772e-b5fe-411c65e0af24","mercy agyei","female",0.79,9,"child","NG","Nigeria",0.11
"019db3df-8580-750a-8c93-ee66d5323762","anne kasavubu","female",0.88,43,"adult","CM","Cameroon",0.29
"019db3df-8580-750a-8c94-040f6fa1b01b","tafadzwa cele","male",0.92,37,"adult","ZA","South Africa",0.5
"019db3df-8580-750a-8c94-1fdfdeac352f","kevin king","male",0.68,35,"adult","FR","France",0.62
"019db3df-8580-750a-8c94-230e5ec3fdd5","zanele mnguni","female",0.68,30,"adult","KE","Kenya",0.85
"019db3df-8580-750a-8c94-4178cb1c8723","fortuné mboumba","male",0.95,17,"teenager","GA","Gabon",0.53
"019db3df-8580-750a-8c94-54f8280375d2","rumbidzai mnguni","female",0.96,32,"adult","NA","Namibia",0.26
"019db3df-8580-750a-8c94-6e47acb1f5ff","esi sawadogo","female",0.68,46,"adult","GM","Gambia",0.18
"019db3df-8580-750a-8c94-82074bd6f04f","bilkisu abebe","female",0.65,24,"adult","TZ","Tanzania",0.94
"019db3df-8580-750a-8c94-84ad2c938baa","walid hajji","male",0.71,29,"adult","MA","Morocco",0.51
"019db3df-8580-750a-8c94-8d5aacce2992","andrew thomas","male",0.66,28,"adult","BR","Brazil",0.49
"019db3df-8580-750a-8c94-a272dcb5d472","abdi getachew","male",0.75,74,"senior","KE","Kenya",0.21
"019db3df-8580-750a-8c94-c77a8815e0d3","nokwanda mpofu","female",0.7,38,"adult","ZW","Zimbabwe",0.49
"019db3df-8580-750a-8c94-dc1e476d7b61","sandra parker","female",0.7,54,"adult","US","United States",0.88
"019db3df-8580-750a-8c94-e3472879c74c","laura thomas","female",0.79,35,"adult","AU","Australia",0.6
"019db3df-8580-750a-8c94-e593f4625178","patient bongo","male",0.84,57,"adult","CD","DR Congo",0.66
"019db3df-8580-750a-8c94-e811146373a3","younes amrani","male",0.71,37,"adult","MA","Morocco",0.19
"019db3df-8580-750a-8c94-ef29d93872a4","kenneth jackson","male",0.72,48,"adult","GB","United Kingdom",0.65
"019db3df-8580-750a-8c94-f1241ed1f7a5","wangari khumalo","female",0.76,85,"senior","ET","Ethiopia",0.55
"019db3df-8580-750a-8c95-0d75d8ec10d6","andrew anderson","male",0.71,5,"child","AU","Australia",0.11
"019db3df-8580-750a-8c95-2b3dfb6f823e","yaa tapsoba","female",0.74,22,"adult","GH","Ghana",0.34
"019db3df-8580-750a-8c95-3765d226b6d3","théodore keïta","male",0.91,9,"child","GH","Ghana",0.38
"019db3df-8580-750a-8c95-398535d75d56","laura mitchell","female",0.97,26,"adult","CA","Canada",0.5
"019db3df-8580-750a-8c95-3f5ca89ee898","awino jama","female",0.91,19,"teenager","KE","Kenya",0.49
"019db3df-8580-750a-8c95-4ccac14c45ea","didier lokossou","male",0.87,23,"adult","BJ","Benin",0.46
"019db3df-8580-750a-8c95-667e5681a8d3","joy camara","female",0.71,56,"adult","MR","Mauritania",0.55
"019db3df-8580-750a-8c95-70631c2968eb","tesfaye nkosi","male",0.86,8,"child","ET","Ethiopia",0.52
"019db3df-8580-750a-8c95-8878803508cc","simba ndebele","male",0.84,56,"adult","AO","Angola",0.72
"019db3df-8580-750a-8c95-9bfffe213f40","afia adomou","female",0.9,81,"senior","BJ","Benin",0.32
"019db3df-8580-750a-8c95-b9aeb3fc6e25","françois bongo","male",0.77,19,"teenager","CF","Central African Republic",0.92
"019db3df-8580-750a-8c95-cbb4b77dd600","youssef amrani","male",0.76,52,"adult","DZ","Algeria",0.75
"019db3df-8580-750a-8c95-d1f173590ef9","jeanne nkoghe","female",0.97,10,"child","CD","DR Congo",0.85
"019db3df-8580-750a-8c95-d5220395b24f","adhiambo waweru","female",0.71,85,"senior","MG","Madagascar",0.82
"019db3df-8580-750a-8c95-dd28b4e9f3ad","estelle asante","female",0.89,31,"adult","NG","Nigeria",0.5
"019db3df-8580-750a-8c95-e6e2722e530b","ashley roberts","female",0.9,32,"adult","GB","United Kingdom",0.67
"019db3df-8580-750a-8c95-fe44e2a246d2","nokwanda sibanda","female",0.71,19,"teenager","ZA","South Africa",0.5
"019db3df-8580-750a-8c96-052dad353fa3","zanele getachew","female",0.91,29,"adult","RW","Rwanda",0.34
"019db3df-8580-750a-8c96-0ff021a7ab56","maryam kamau","female",0.74,81,"senior","KE","Kenya",0.92
"019db3df-8581-704a-b307-3d4a80458851","grâce afolabi","female",0.71,48,"adult","GH","Ghana",0.41
"019db3df-8581-704a-b307-54b0773534d9","kunle nwosu","male",0.94,52,"adult","GH","Ghana",0.21
"019db3df-8581-704a-b307-66d407c22d48","ekow barro","male",0.78,27,"adult","SN","Senegal",0.75
"019db3df-8581-704a-b307-846d124c4aee","alexis camara","male",0.93,20,"adult","NG","Nigeria",0.12
"019db3df-8581-704a-b307-8a901345c6da","wangari farah","female",0.73,36,"adult","KE","Kenya",0.8
"019db3df-8581-704a-b307-c3e0ec85eaa0","grâce sidibé","female",0.95,43,"adult","SN","Senegal",0.94
"019db3df-8581-704a-b307-cc8228faf13e","astou tapsoba","female",0.9,34,"adult","LR","Liberia",0.78
"019db3df-8581-704a-b307-d70fbed30f8b","nokwanda mwangi","female",0.7,36,"adult","TZ","Tanzania",0.15
"019db3df-8581-704a-b308-07f59f91d5ed","clarisse dao","female",0.75,40,"adult","MR","Mauritania",0.2
"019db3df-8581-704a-b308-140f6f24f908","patricia wilson","female",0.9,55,"adult","US","United States",0.74
"019db3df-8581-704a-b308-1b00a6f38ee0","amara desta","male",0.69,36,"adult","RW","Rwanda",0.59
"019db3df-8581-704a-b308-2337e477901e","louis ping","male",0.93,33,"adult","CD","DR Congo",0.26
"019db3df-8581-704a-b308-45c53cb2b569","claire nguema","female",0.8,54,"adult","GA","Gabon",0.41
"019db3df-8581-704a-b308-4fd24a155cb7","njeri dlamini","female",0.67,34,"adult","UG","Uganda",0.2
"019db3df-8581-704a-b308-575350234512","kimani mthembu","male",0.87,68,"senior","MG","Madagascar",0.25
"019db3df-8581-704a-b308-7f4aa39d0dfa","sadiya haile","female",0.92,23,"adult","MG","Madagascar",0.25
"019db3df-8581-704a-b308-8aae534d3633","khaled alaoui","male",0.94,80,"senior","DZ","Algeria",0.19
"019db3df-8581-704a-b308-8e2c341c615e","sharon white","female",0.68,40,"adult","FR","France",0.94
"019db3df-8581-704a-b308-98fa27f93783","fanta sow","female",0.81,17,"teenager","ML","Mali",0.32
"019db3df-8581-704a-b308-a3b65d970fc1","ahmed rachidi","male",0.86,84,"senior","EG","Egypt",0.54
"019db3df-8581-704a-b308-b0e4ff697c7f","zodwa nxumalo","female",0.82,87,"senior","ET","Ethiopia",0.2
"019db3df-8581-704a-b308-ca04c7896af6","lindiwe elmi","female",0.81,90,"senior","KE","Kenya",0.48
"019db3df-8581-704a-b308-d3b47e2c2464","kathleen turner","female",0.77,47,"adult","AU","Australia",0.38
"019db3df-8581-704a-b308-defabf503560","grâce bomboko","female",0.78,33,"adult","CD","DR Congo",0.23
"019db3df-8581-704a-b308-e496cac1b751","kathleen evans","female",0.81,41,"adult","US","United States",0.27
"019db3df-8581-704a-b308-f401ec915dce","nadia benali","female",0.86,51,"adult","DZ","Algeria",0.42
"019db3df-857f-772e-b5fe-4a1a53e3c037","nabil saidi","male",0.8,80,"senior","SD","Sudan",0.49
"019db3df-8580-750a-8c93-e1fac3e9d22c","nandi girma","female",0.8,57,"adult","MG","Madagascar",0.4
"019db3df-8580-750a-8c93-e6d6e196136a","john adams","male",0.98,37,"adult","GB","United Kingdom",0.52
"019db3df-8580-750a-8c93-f109950fd859","yaa adomou","female",0.78,50,"adult","CV","Cape Verde",0.28
"019db3df-8580-750a-8c93-f678d5c77481","miséricorde eyeghe","female",0.88,45,"adult","CG","Republic of the Congo",0.36
"019db3df-8580-750a-8c94-10b8a3f396ec","tendai mwangi","male",0.75,6,"child","TZ","Tanzania",0.4
"019db3df-8580-750a-8c94-15f7bd97a548","susan edwards","female",0.83,54,"adult","IN","India",0.42
"019db3df-8580-750a-8c94-1839cfda629f","véronique mukendi","female",0.77,55,"adult","CD","DR Congo",0.24
"019db3df-8580-750a-8c94-2b0a3dffbd4f","rakiya otieno","female",0.97,14,"teenager","KE","Kenya",0.38
"019db3df-8580-750a-8c94-47ff3b03e209","ayasha kamau","female",0.82,46,"adult","RW","Rwanda",0.68
"019db3df-8580-750a-8c94-5e7274b22bb5","bayo ouédraogo","male",0.99,27,"adult","NG","Nigeria",0.81
"019db3df-8580-750a-8c94-62400d22d390","joseph scott","male",0.83,83,"senior","GB","United Kingdom",0.22
"019db3df-8580-750a-8c94-766ba39e5d9d","nour rachidi","female",0.78,32,"adult","SD","Sudan",0.56
"019db3df-8580-750a-8c94-998c2382ccda","ikram benali","female",0.69,50,"adult","TN","Tunisia",0.24
"019db3df-8580-750a-8c94-a603ef025cf3","bongiwe moyo","female",0.88,56,"adult","ZA","South Africa",0.21
"019db3df-8580-750a-8c94-aa7c6096a0e6","thandeka kamau","female",0.87,49,"adult","SO","Somalia",0.93
"019db3df-8580-750a-8c94-b3472f8d4f84","nandi mnguni","female",0.7,28,"adult","NA","Namibia",0.59
"019db3df-8580-750a-8c94-db2adbf60bd2","chisom okonkwo","female",0.81,29,"adult","EH","Western Sahara",0.1
"019db3df-8580-750a-8c94-fdd681636002","munashe mthembu","male",0.96,45,"adult","ZM","Zambia",0.26
"019db3df-8580-750a-8c95-051f2de36ed7","rené kalonji","male",0.95,81,"senior","CD","DR Congo",0.25
"019db3df-8580-750a-8c95-1bd26e8a88af","mumbi masondo","female",0.96,57,"adult","KE","Kenya",0.44
"019db3df-8580-750a-8c95-1d85f1d12333","elizabeth perez","female",0.87,47,"adult","FR","France",0.24
"019db3df-8580-750a-8c95-25ea929f8694","amina ndlovu","female",0.79,55,"adult","MG","Madagascar",0.23
"019db3df-8580-750a-8c95-3133b8fb16e8","ismail eze","male",0.78,62,"senior","BJ","Benin",0.57
"019db3df-8580-750a-8c95-4ae96bbb71b4","christopher nguyen","male",0.85,16,"teenager","US","United States",0.69
"019db3df-8580-750a-8c95-5bc573824dcb","waweru alemu","male",0.85,66,"senior","ER","Eritrea",0.25
"019db3df-8580-750a-8c95-6367f16bff93","nompumelelo bekele","female",0.7,69,"senior","ET","Ethiopia",0.71
"019db3df-8580-750a-8c95-75fd96a17752","mumbi hassan","female",0.76,52,"adult","ET","Ethiopia",0.79
"019db3df-8580-750a-8c95-7b9c0f510948","jason jackson","male",0.65,5,"child","IN","India",0.65
"019db3df-8580-750a-8c95-83e84db09011","cheikh agyei","male",0.79,49,"adult","NG","Nigeria",0.19
"019db3df-8580-750a-8c95-945c07cdf251","hirut warsame","female",0.77,31,"adult","ET","Ethiopia",0.26
"019db3df-8580-750a-8c95-ab6b3c04c3e3","richard segla","male",0.89,55,"adult","SN","Senegal",0.27
"019db3df-8580-750a-8c95-ae5aa29eada3","jason phillips","male",0.91,30,"adult","CN","China",0.72
"019db3df-8580-750a-8c95-b1f0da7dbb4b","halima omar","female",0.83,25,"adult","RW","Rwanda",0.53
"019db3df-8580-750a-8c95-c106ac7f4e6e","njoroge nkosi","male",0.7,81,"senior","TZ","Tanzania",0.89
"019db3df-8580-750a-8c95-ced5d2824baf","gloire obiang","female",0.65,37,"adult","CD","DR Congo",0.23
"019db3df-8580-750a-8c95-f7e0fc266f4e","wangari adhiambo","female",0.75,35,"adult","ET","Ethiopia",0.55
"019db3df-8580-750a-8c95-fbb23ce728a3","andré nguema","male",0.74,28,"adult","CG","Republic of the Congo",0.26
"019db3df-8581-704a-b307-3757801fac7a","simba mpofu","male",0.89,57,"adult","BW","Botswana",0.78
"019db3df-8581-704a-b307-439944af8df8","tigist awino","female",0.96,48,"adult","TZ","Tanzania",0.8
"019db3df-8581-704a-b307-4487a00b5538","ibrahima olawale","male",0.71,53,"adult","NG","Nigeria",0.48
"019db3df-8581-704a-b307-487470928801","louis bomboko","male",0.67,44,"adult","CM","Cameroon",0.83
"019db3df-8581-704a-b307-588edc97fbf4","moussa sawadogo","male",0.71,16,"teenager","BJ","Benin",0.57
"019db3df-8581-704a-b307-63e06a117e13","kunle segla","male",0.97,7,"child","MR","Mauritania",0.5
"019db3df-8581-704a-b307-6d0d51683884","dina tazi","female",0.71,18,"teenager","EG","Egypt",0.22
"019db3df-8581-704a-b307-7ed7261cbc67","zineb tahir","female",0.93,25,"adult","EG","Egypt",0.42
"019db3df-8581-704a-b307-8cbdb81f9690","chipo shabalala","female",0.77,37,"adult","ZM","Zambia",0.27
"019db3df-8581-704a-b307-9130ee0ff6cb","thabo ndlovu","male",0.88,25,"adult","UG","Uganda",0.91
"019db3df-8581-704a-b307-98aa3a70e9dc","parfait obiang","male",0.94,29,"adult","CM","Cameroon",0.68
"019db3df-8581-704a-b307-a06d7b88d6da","hiwot ouma","female",0.88,77,"senior","ET","Ethiopia",0.33
"019db3df-8581-704a-b307-a8240ce7b278","salma benali","female",0.79,58,"adult","SD","Sudan",0.32
"019db3df-8581-704a-b307-b307273d226c","yasmine filali","female",0.73,9,"child","MA","Morocco",0.42
"019db3df-8581-704a-b307-bd4366b7f9a5","adjoua owusu","female",0.95,35,"adult","CI","Côte d'Ivoire",0.39
"019db3df-8581-704a-b307-c89da12896d5","ndéye konaté","female",0.8,52,"adult","NG","Nigeria",0.34
"019db3df-8581-704a-b307-e5a6d9377110","getachew dlamini","male",0.84,35,"adult","ET","Ethiopia",0.11
"019db3df-8581-704a-b307-f4a0c93e0271","mekdes tesfaye","female",0.78,11,"child","MZ","Mozambique",0.86
"019db3df-8581-704a-b308-01b22b3add4a","kevin johnson","male",0.84,28,"adult","US","United States",0.8
"019db3df-8581-704a-b308-0bf60814eb54","chisom tchalla","female",0.69,57,"adult","SL","Sierra Leone",0.73
"019db3df-8581-704a-b308-4229f7ffe0ec","mazvita mthembu","female",0.8,22,"adult","BW","Botswana",0.61
"019db3df-8581-704a-b308-59321aaece5b","kariuki haile","male",0.98,23,"adult","SC","Seychelles",0.59
"019db3df-8581-704a-b308-64c2e33e32d4","betty wright","female",0.81,19,"teenager","BR","Brazil",0.84
"019db3df-8581-704a-b308-68676bde813f","kariuki omar","male",0.93,62,"senior","MW","Malawi",0.68
"019db3df-8581-704a-b308-7808b2af9709","wairimu getachew","female",0.95,84,"senior","RW","Rwanda",0.15
"019db3df-8581-704a-b308-818a75ab4557","araba kaboré","female",0.88,29,"adult","CI","Côte d'Ivoire",0.87
"019db3df-8581-704a-b309-b9d7b2736039","bongani dube","male",0.95,62,"senior","ZA","South Africa",0.2
"019db3df-8581-704a-b309-c3eb5d285b44","kadiatou traoré","female",0.89,31,"adult","NG","Nigeria",0.27
"019db3df-8581-704a-b309-f78ca4c83429","haile warsame","male",0.92,53,"adult","UG","Uganda",0.9
"019db3df-8581-704a-b309-fbaadb518bcd","auxilia shabalala","female",0.92,73,"senior","BW","Botswana",0.53
"019db3df-8581-704a-b309-ff08fd142c81","emeka olawale","male",0.99,22,"adult","GH","Ghana",0.31
"019db3df-8581-704a-b30a-0c3a264d8c68","amanda nguyen","female",0.74,28,"adult","FR","France",0.68
"019db3df-8581-704a-b30a-15d87e243438","zodwa dlamini","female",0.66,43,"adult","ZM","Zambia",0.16
"019db3df-8581-704a-b30a-219d06221f0a","claire mukendi","female",0.89,77,"senior","CM","Cameroon",0.39
"019db3df-8581-704a-b30a-2f5861d80b8d","aminata tchalla","female",0.75,11,"child","NG","Nigeria",0.65
"019db3df-8581-704a-b30a-447839ac4166","célestin nguema","male",0.93,30,"adult","CD","DR Congo",0.33
"019db3df-8581-704a-b30a-88029a6a762f","kamau ahmed","male",0.73,17,"teenager","TZ","Tanzania",0.14
"019db3df-8581-704a-b30a-a91e0a67b27d","jama abdi","male",0.88,54,"adult","ET","Ethiopia",0.76
"019db3df-8581-704a-b30a-bdd394db8957","amenan tchalla","female",0.95,41,"adult","EH","Western Sahara",0.27
"019db3df-8581-704a-b30a-e683e1770ac4","bongani cele","male",0.88,66,"senior","KE","Kenya",0.15
"019db3df-8581-704a-b30a-f01382babf40","dorothy carter","female",0.81,53,"adult","FR","France",0.72
"019db3df-8581-704a-b30b-133c6ffaab6f","hervé okafor","male",0.92,33,"adult","GH","Ghana",0.54
"019db3df-8581-704a-b30b-312438c4b7d8","lindiwe kamau","female",0.65,58,"adult","KE","Kenya",0.2
"019db3df-8581-704a-b30b-383c3727f11f","patient nkoghe","male",0.98,32,"adult","CD","DR Congo",0.82
"019db3df-8582-74e9-9ff3-c131a911e472","sizwe nyoni","male",0.73,51,"adult","AO","Angola",0.62
"019db3df-8582-74e9-9ff3-c75f14c16356","thandeka mnguni","female",0.87,10,"child","TZ","Tanzania",0.41
"019db3df-8582-74e9-9ff3-dfe68008ea9b","yaa zinsou","female",0.83,25,"adult","SN","Senegal",0.3
"019db3df-8582-74e9-9ff3-e01bd569919f","yaa agbodji","female",0.68,19,"teenager","ML","Mali",0.64
"019db3df-8582-74e9-9ff3-f214adc03e51","lisa young","female",0.76,21,"adult","JP","Japan",0.42
"019db3df-8582-74e9-9ff4-02c70332804d","thandiwe nyoni","female",0.91,42,"adult","ZM","Zambia",0.48
"019db3df-8582-74e9-9ff4-2291dd27a003","wanjiru omar","female",0.74,18,"teenager","UG","Uganda",0.82
"019db3df-8582-74e9-9ff4-337222b62fed","john baker","male",0.75,54,"adult","JP","Japan",0.44
"019db3df-8582-74e9-9ff4-3f82e3e921bf","awino achieng","female",0.98,46,"adult","MZ","Mozambique",0.4
"019db3df-8582-74e9-9ff4-4e5dd5476990","sekai moyo","female",0.88,34,"adult","LS","Lesotho",0.16
"019db3df-8582-74e9-9ff4-698b61df8b64","adhiambo desta","female",0.85,48,"adult","UG","Uganda",0.49
"019db3df-8582-74e9-9ff4-7d32a8a7eedb","nandi elmi","female",0.76,34,"adult","ET","Ethiopia",0.53
"019db3df-8582-74e9-9ff4-81482dbb7fea","estelle barro","female",0.77,11,"child","CI","Côte d'Ivoire",0.55
"019db3df-8582-74e9-9ff4-9659237da6c1","munashe dlamini","male",0.82,81,"senior","BW","Botswana",0.37
"019db3df-8582-74e9-9ff4-c7fc51c733e6","siham saidi","female",0.7,43,"adult","EG","Egypt",0.91
"019db3df-8582-74e9-9ff4-cfb3ec86782f","takoda girma","male",0.95,53,"adult","DJ","Djibouti",0.69
"019db3df-8582-74e9-9ff4-d13252f49679","bilkisu adhiambo","female",0.83,17,"teenager","TZ","Tanzania",0.23
"019db3df-8582-74e9-9ff4-e2a84af2f25e","joy tchalla","female",0.66,7,"child","GH","Ghana",0.31
"019db3df-8582-74e9-9ff4-faa64ce1a3ff","awino ndlovu","female",0.84,39,"adult","KE","Kenya",0.7
"019db3df-8582-74e9-9ff5-0bf43ba30dc4","barbara davis","female",0.69,43,"adult","BR","Brazil",0.77
"019db3df-8582-74e9-9ff5-0c8e51e0451a","mazvita moyo","female",0.88,51,"adult","AO","Angola",0.14
"019db3df-8582-74e9-9ff5-18ecfa170484","farah masondo","male",0.97,88,"senior","MZ","Mozambique",0.48
"019db3df-8582-74e9-9ff5-1c6ebdc32e10","john johnson","male",0.66,80,"senior","FR","France",0.16
"019db3df-8582-74e9-9ff5-305de43e3868","melissa williams","female",0.78,32,"adult","BR","Brazil",0.12
"019db3df-8581-704a-b308-9d83dcd7f65c","njeri nxumalo","female",0.93,22,"adult","DJ","Djibouti",0.37
"019db3df-8581-704a-b308-a43a2196fc5a","nabil bouazza","male",0.96,57,"adult","SD","Sudan",0.41
"019db3df-8581-704a-b308-ae50d1f3d0cd","jessica carter","female",0.9,71,"senior","CN","China",0.56
"019db3df-8581-704a-b308-bcad68eb2e16","kimberly davis","female",0.69,31,"adult","DE","Germany",0.67
"019db3df-8581-704a-b308-e1af21808452","matthew smith","male",0.72,28,"adult","GB","United Kingdom",0.39
"019db3df-8581-704a-b308-e97f93ab55f7","stephanie roberts","female",0.68,48,"adult","DE","Germany",0.42
"019db3df-8581-704a-b308-edeeb941da97","gloire mukendi","female",0.74,23,"adult","CD","DR Congo",0.78
"019db3df-8581-704a-b308-fdf17ac16fb2","jessica jones","female",0.93,25,"adult","JP","Japan",0.57
"019db3df-8581-704a-b309-0a5e6a662397","femi boateng","male",0.95,27,"adult","NG","Nigeria",0.59
"019db3df-8581-704a-b309-19254b95f139","george allen","male",0.92,36,"adult","JP","Japan",0.38
"019db3df-8581-704a-b309-4aff23928c50","bongani girma","male",0.81,16,"teenager","KE","Kenya",0.81
